Year,Price,ConsumerRating,ConsumerReviews,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,MinMPG,MaxMPG,Mileage
2012,18699,4.8,73,4.6,176,99206,1,4.8,4.8,4.8,4.7,4.7,4.9,18,24,124282
2017,28994,4.8,95,3.5,3,76365,2,4.9,4.8,4.8,4.8,4.8,4.7,21,31,33148
2017,33029,4.6,198,4.4,291,78006,1,4.7,4.7,4.6,4.4,4.8,4.6,19,27,39535
2018,37962,4.8,64,4.5,955,78249,1,4.9,4.9,4.8,4.4,4.9,4.6,22,29,32702
2021,74799,4.0,15,4.7,507,78230,1,4.1,4.2,4.3,3.7,4.2,3.8,115,106,12708
2019,35799,4.7,87,4.7,507,78230,0,4.9,4.8,4.6,4.5,4.9,4.7,24,31,19527
2019,41967,4.9,82,4.7,1678,78209,2,5.0,4.9,4.9,4.8,4.9,4.9,20,27,33921
2020,28619,4.9,72,4.8,4307,75052,1,4.9,4.9,4.9,4.8,5.0,4.9,19,30,34283
2019,35739,4.7,42,4.8,4307,75052,1,4.8,4.6,4.7,4.5,4.7,4.7,22,27,28251
2021,27981,4.9,18,4.7,2087,78745,0,4.8,4.8,4.9,4.9,4.9,4.8,26,35,11945
2021,16999,4.8,46,4.1,28,75220,0,4.8,4.9,4.8,4.8,4.9,4.8,31,41,14606
2019,35480,4.7,42,4.3,1341,75093,1,4.8,4.6,4.7,4.5,4.7,4.7,22,27,38337
2018,29401,4.8,173,4.3,812,75069,1,4.9,4.8,4.8,4.6,4.8,4.8,21,28,39336
2016,49999,4.8,128,3.2,43,75041,1,4.7,4.8,4.9,4.7,4.9,4.8,17,29,13053
2018,22995,4.9,45,5.0,3,75180,0,4.8,4.8,5.0,4.7,4.9,4.9,21,31,43485
2019,38348,4.9,82,4.9,1911,68118,1,5.0,4.9,4.9,4.8,4.9,4.9,20,27,31039
2019,33997,4.8,540,2.9,67,64064,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,19426
2019,40000,4.9,30,4.6,324,64015,1,4.9,4.9,5.0,4.6,4.9,4.9,25,34,39186
2021,74900,4.0,15,4.5,111,64024,1,4.1,4.2,4.3,3.7,4.2,3.8,131,117,10926
2019,34991,4.8,224,4.5,1343,77090,1,4.9,4.9,4.8,4.6,4.9,4.8,19,26,33995
2019,67399,5.0,10,4.5,1343,77090,1,5.0,5.0,5.0,4.8,5.0,5.0,17,22,36343
2021,66000,4.8,79,4.8,450,50643,1,4.8,4.9,4.8,4.6,4.9,4.7,19,24,16581
2019,32500,4.7,22,4.8,450,50643,2,4.8,4.6,4.4,4.5,5.0,4.5,20,27,46542
2017,17352,4.8,572,4.7,192,55429,0,4.8,4.8,4.8,4.8,4.8,4.9,27,36,65076
2021,32299,4.9,21,2.5,7,70570,0,5.0,4.9,5.0,4.9,5.0,5.0,19,30,32033
2019,54335,4.9,5,4.6,180,63139,1,4.8,5.0,5.0,5.0,5.0,4.6,19,27,36089
2019,34995,4.8,223,4.4,189,70433,0,4.9,4.8,4.7,4.7,4.7,4.8,19,27,38383
2019,36605,4.3,217,4.9,628,60010,1,4.6,4.5,4.2,4.1,4.6,4.2,21,27,21316
2019,37331,4.3,217,4.8,1573,60169,0,4.6,4.5,4.2,4.1,4.6,4.2,21,27,18576
2021,52308,4.6,16,4.7,1137,60559,1,4.6,4.4,4.7,4.2,4.5,4.7,23,28,14222
2018,22177,4.7,415,4.5,481,60074,0,4.7,4.7,4.6,4.6,4.8,4.7,25,32,54163
2020,46988,4.9,50,4.7,1206,60559,2,4.9,4.9,4.9,4.8,4.8,4.9,19,25,21460
2021,47044,4.8,42,4.1,1033,60031,1,4.9,4.7,4.8,4.9,4.9,4.9,16,22,34337
2016,35998,4.5,69,3.3,16,60477,2,4.8,4.8,4.4,4.2,4.8,4.1,20,25,56044
2020,29628,4.9,169,4.7,1922,53224,1,4.8,4.8,4.9,4.8,4.9,4.9,29,35,17288
2019,52506,4.8,26,4.8,1948,37064,1,4.8,4.7,4.8,4.7,4.8,4.8,14,20,27017
2021,43704,4.8,63,3.9,131,46123,1,4.9,4.7,4.8,4.7,4.7,4.8,19,26,6398
2018,29275,4.8,652,4.7,3815,30121,2,4.8,4.8,4.7,4.7,4.8,4.8,30,38,13112
2015,23999,4.7,63,4.7,599,30341,2,4.8,4.7,4.8,4.7,4.6,4.8,18,27,99697
2019,62995,4.8,27,4.8,1522,30341,1,4.9,4.8,4.8,4.6,5.0,4.9,17,22,30425
2017,19989,4.8,187,4.6,151,43228,0,4.8,4.8,4.8,4.6,4.8,4.8,21,30,48203
2017,17488,4.5,183,4.8,542,48313,1,4.5,4.5,4.5,4.5,4.6,4.6,25,33,30364
2020,46995,4.8,211,4.5,447,32244,1,4.9,4.9,4.8,4.7,4.9,4.9,20,26,33976
2020,31500,4.8,12,4.4,321,31406,0,4.7,4.7,4.8,4.7,4.8,4.9,18,27,47004
2020,34744,4.8,202,3.9,9,29927,1,4.9,4.8,4.7,4.8,4.9,4.9,20,27,39946
2020,37220,4.1,32,4.7,1046,33612,1,4.6,4.7,4.1,4.0,4.5,3.3,23,30,32624
2018,21000,4.8,192,4.8,1047,32225,0,4.7,4.8,4.9,4.6,4.9,4.8,20,28,68603
2005,24900,4.6,93,4.7,277,32246,1,4.2,4.2,4.8,4.8,4.9,4.6,17,24,10062
2019,41922,4.8,425,4.7,537,29406,1,4.9,4.8,4.8,4.6,4.8,4.7,18,23,46946
2021,43850,4.9,19,4.7,732,32751,1,4.9,4.9,4.9,4.8,4.8,4.9,25,34,10732
2014,9900,4.3,104,4.4,1132,27617,1,4.5,4.6,4.0,4.3,4.6,3.9,25,33,65629
2015,15995,4.7,307,4.2,154,27526,1,4.6,4.6,4.6,4.7,4.6,4.8,30,39,47467
2017,19981,4.8,743,4.8,1431,22554,1,4.7,4.7,4.8,4.8,4.8,4.8,31,40,51430
2020,49000,4.9,22,4.8,1706,20904,1,5.0,4.9,4.9,4.8,5.0,5.0,15,19,30421
2019,47500,4.7,99,4.8,1706,20904,1,4.7,4.7,4.8,4.3,4.8,4.6,20,27,19572
2019,63367,4.9,12,4.9,349,21401,1,5.0,4.8,5.0,4.8,5.0,4.8,18,23,38729
2019,29991,4.1,17,4.6,1028,33073,0,3.9,4.0,4.1,3.9,4.5,4.3,24,37,31676
2019,58591,4.7,55,4.8,1226,23608,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,31750
2019,31497,4.1,17,4.7,1435,33021,1,3.9,4.0,4.1,3.9,4.5,4.3,24,37,25943
2018,37963,4.7,51,4.5,401,19607,0,4.9,4.7,4.8,4.4,4.8,4.8,18,22,49312
2019,53058,4.7,55,4.9,3037,23462,1,5.0,4.9,4.9,4.4,4.7,4.6,20,26,35662
2016,18485,4.5,317,4.5,1092,19342,1,4.6,4.5,4.4,4.4,4.6,4.6,25,32,73347
2016,15969,4.5,317,4.6,133,19901,1,4.6,4.5,4.4,4.4,4.6,4.6,25,32,99498
2017,34955,4.7,285,4.7,1058,19428,1,4.8,4.7,4.7,4.6,4.7,4.7,19,26,59498
2016,19900,4.5,317,4.0,97,19030,1,4.6,4.5,4.4,4.4,4.6,4.6,26,33,43121
2008,11495,4.6,79,3.7,44,8520,0,4.7,4.4,4.7,4.5,4.6,4.7,17,22,114708
2019,69888,4.1,22,4.0,17,7054,1,4.5,4.6,4.0,3.4,4.5,3.5,15,21,46661
2019,30959,4.8,309,4.1,365,7001,1,4.8,4.7,4.7,4.6,4.9,4.8,28,39,15341
2019,31995,4.8,21,4.6,147,10994,1,5.0,4.9,4.7,4.5,4.7,4.8,23,34,20910
2019,29900,4.8,309,4.4,6302,10466,0,4.8,4.7,4.7,4.6,4.9,4.8,28,39,22207
2017,31950,4.7,77,3.0,42,11423,0,4.8,4.7,4.7,4.4,4.8,4.7,18,24,45922
2020,31997,4.8,202,4.7,1603,11550,1,4.9,4.8,4.7,4.8,4.9,4.9,21,27,13519
2021,51980,4.9,91,4.6,955,6108,1,5.0,4.9,4.9,4.8,5.0,4.9,19,24,25593
2020,39790,4.8,35,4.9,94,1020,1,4.9,4.9,4.7,4.7,4.9,4.7,21,28,44271
2019,26998,4.7,279,1.0,2,3103,1,4.8,4.7,4.6,4.7,4.7,4.8,26,33,33711
2015,35977,4.7,94,4.6,2336,2062,1,4.7,4.6,4.7,4.6,4.9,4.9,17,21,53249
2020,63940,4.7,53,4.6,707,3801,2,4.8,4.8,4.8,4.4,4.7,4.7,20,26,30523
2018,40899,4.8,253,4.6,2127,2339,1,4.8,4.7,4.7,4.7,4.9,4.9,17,20,38530
2019,30299,4.8,230,4.6,219,92591,1,4.8,4.8,4.8,4.8,4.9,4.8,25,31,18410
2021,82995,4.0,24,4.5,446,89014,2,4.3,4.5,4.2,3.4,4.7,3.5,14,19,33316
2019,61988,5.0,10,4.6,881,94596,1,5.0,5.0,5.0,4.8,5.0,5.0,17,22,36323
2020,73990,3.7,10,4.7,95,95687,1,3.9,3.8,4.1,3.3,3.8,4.0,127,114,10729
2018,34999,4.8,817,4.4,1938,95661,1,4.9,4.8,4.8,4.6,4.8,4.7,18,23,51960
2021,41990,4.8,17,4.0,116,85023,1,4.8,4.8,4.8,4.7,4.9,4.9,20,26,11309
2021,72650,4.0,15,4.3,789,85014,1,4.1,4.2,4.3,3.7,4.2,3.8,131,117,13919
2021,44864,4.9,42,4.6,1811,85260,0,5.0,4.9,4.8,4.9,4.9,4.9,16,19,34593
2017,22999,4.7,280,4.0,19,85284,1,4.8,4.7,4.6,4.7,4.8,4.8,21,31,50127
2017,35615,4.7,261,4.6,256,85206,2,4.8,4.7,4.6,4.5,4.7,4.8,20,27,73966
2020,71819,4.9,22,3.0,2,84115,0,5.0,5.0,5.0,4.7,4.9,4.9,20,25,14004
2019,39439,4.8,224,3.0,2,84115,1,4.9,4.9,4.8,4.6,4.9,4.8,18,25,39412
2020,42989,4.9,141,4.7,764,83687,1,4.9,4.9,4.9,4.8,4.9,4.9,19,26,25055
2020,58998,4.0,88,4.4,997,80123,0,4.4,4.4,4.1,3.5,4.5,3.5,17,24,37414
2016,19687,4.6,109,4.4,26,98520,1,4.6,4.5,4.4,4.6,4.7,4.8,26,34,94374
2018,28952,4.8,343,4.6,687,99206,1,4.8,4.8,4.6,4.8,4.9,4.9,27,33,45209
2018,26952,4.8,343,4.6,687,99206,1,4.8,4.8,4.6,4.8,4.9,4.9,23,29,39537
2020,49998,4.8,30,4.6,1202,98005,1,4.8,4.7,4.9,4.7,4.8,4.7,22,28,10843
2021,75209,4.0,15,4.7,507,78230,1,4.1,4.2,4.3,3.7,4.2,3.8,131,117,14347
2018,50962,4.9,19,4.7,1678,78209,2,4.9,4.9,4.8,4.8,4.9,4.8,23,31,37837
2014,20800,4.7,352,3.4,13,76013,1,4.6,4.6,4.6,4.6,4.7,4.8,21,34,73467
2021,48000,4.9,42,4.5,2597,76051,1,5.0,4.9,4.8,4.9,4.9,4.9,16,19,37001
2019,33189,4.7,42,4.8,4307,75052,0,4.8,4.6,4.7,4.5,4.7,4.7,22,27,43496
2011,12998,4.4,65,5.0,1,75220,0,4.6,4.4,4.4,4.4,4.4,4.4,18,23,65881
2021,55900,4.9,42,4.5,563,75034,1,5.0,4.9,4.8,4.9,4.9,4.9,16,19,19814
2020,27000,4.9,72,5.0,2,75116,1,4.9,4.9,4.9,4.8,5.0,4.9,19,30,19501
2019,72991,4.8,27,4.2,5,75013,1,4.9,4.8,4.8,4.6,5.0,4.9,17,22,32731
2021,51273,4.9,91,4.3,419,75080,1,5.0,4.9,4.9,4.8,5.0,4.9,20,26,24793
2018,15500,4.8,504,4.6,42,66109,0,4.7,4.7,4.7,4.8,4.8,4.8,28,37,51503
2020,51998,4.8,35,1.9,273,66204,2,4.9,4.9,4.7,4.7,4.9,4.7,21,28,10769
2020,50995,4.8,211,3.7,88,77375,1,4.9,4.9,4.8,4.7,4.9,4.9,20,26,36411
2018,49965,4.8,13,4.7,114,64081,2,4.8,4.9,4.9,4.3,4.8,4.7,18,24,41125
2019,33691,4.9,32,4.7,112,77043,2,5.0,4.9,4.9,4.9,4.9,5.0,20,31,13575
2018,17997,4.7,205,4.2,100,55426,0,4.7,4.5,4.7,4.6,4.8,4.8,27,31,42436
2018,26999,4.8,505,4.7,848,55445,1,4.8,4.6,4.7,4.8,4.7,4.8,26,32,51492
2020,43596,4.9,141,4.7,16,55946,1,4.9,4.9,4.9,4.8,4.9,4.9,19,26,22492
2020,45500,4.7,219,4.3,68,38671,1,4.8,4.8,4.5,4.6,4.7,4.6,19,26,49541
2020,33277,4.8,133,4.6,193,70726,1,4.9,4.7,4.7,4.6,4.8,4.8,26,33,23320
2019,21989,4.7,182,2.0,1,70001,0,4.7,4.6,4.6,4.6,4.8,4.7,25,30,30406
2018,33663,4.8,395,4.3,17,54409,0,4.9,4.8,4.8,4.6,4.9,4.7,18,25,43807
2018,30999,4.8,115,4.7,1971,60559,0,4.8,4.7,4.9,4.7,4.7,4.9,34,30,41944
2019,35998,4.2,107,4.0,9,60162,1,4.5,4.5,4.0,3.8,4.7,3.8,22,29,49386
2015,35473,4.5,107,4.4,72,53095,2,4.6,4.7,4.5,4.3,4.8,4.4,16,22,115795
2013,9999,4.5,212,4.2,74,60469,0,4.4,4.4,4.4,4.6,4.6,4.6,23,28,47786
2015,26900,4.6,250,4.9,33,53406,0,4.7,4.6,4.6,4.4,4.8,4.6,16,22,88023
2018,15995,4.8,546,5.0,1,37211,0,4.7,4.7,4.8,4.8,4.9,4.8,31,40,43374
2015,14999,4.5,125,4.1,25,37122,0,4.7,4.5,4.4,4.4,4.6,4.5,24,35,136510
2021,50767,4.8,42,4.7,440,46240,1,4.9,4.9,4.7,4.6,4.9,4.8,21,27,11309
2020,38999,4.5,44,4.7,841,31909,2,4.7,4.6,4.3,4.3,4.7,4.6,40,35,36896
2019,49996,4.9,33,4.0,445,30062,0,4.9,4.9,5.0,4.8,4.9,5.0,140,124,16172
2016,32979,4.8,184,4.9,165,30067,1,4.8,4.7,4.8,4.7,4.8,4.9,19,25,52649
2020,27995,4.7,276,4.8,1302,48103,1,4.8,4.7,4.7,4.6,4.8,4.7,25,30,19220
2018,29995,4.3,37,4.8,4925,37777,1,4.2,4.3,4.5,3.9,4.8,4.4,21,0,49175
2019,37500,4.8,425,4.8,604,45840,0,4.9,4.8,4.8,4.6,4.8,4.7,18,23,33358
2019,13950,4.7,132,4.2,8,43214,0,4.7,4.7,4.6,4.7,4.7,4.8,29,38,30767
2014,21500,4.8,176,4.2,8,31088,1,4.9,4.8,4.8,4.6,4.9,4.8,21,31,66380
2019,51909,5.0,10,4.9,354,44094,1,5.0,5.0,5.0,4.7,5.0,4.9,16,22,45377
2020,47500,4.1,16,4.5,140,15090,1,4.6,4.5,3.7,3.7,4.7,3.5,20,27,17711
2019,24998,4.9,275,3.5,3,27103,1,4.8,4.8,4.9,4.8,4.9,4.9,29,37,51465
2022,48998,4.9,16,3.3,139,32210,1,4.9,4.8,4.9,4.9,4.9,4.9,19,26,17912
2020,37988,4.9,32,4.1,310,32244,2,4.9,4.8,4.8,4.8,4.8,4.9,23,32,39396
2021,48916,4.7,32,4.7,1464,34471,1,4.8,4.6,4.7,4.7,4.7,5.0,35,34,17785
2020,22790,4.7,67,4.7,1160,33609,1,4.7,4.7,4.6,4.8,4.8,4.8,25,32,19333
2003,3999,4.8,50,3.1,354,32211,0,4.9,4.8,4.7,4.9,4.5,4.9,21,29,77648
2010,6999,4.4,65,3.1,354,32211,0,4.8,4.7,4.2,4.2,4.7,4.2,17,24,100000
2021,49997,4.8,92,4.2,557,33837,1,4.9,4.9,4.8,4.6,4.9,4.8,19,24,20222
2020,64900,4.3,16,4.9,1001,32771,1,4.6,4.4,4.6,4.0,4.2,4.4,118,107,11733
2020,70988,4.0,88,3.9,51,32804,1,4.4,4.4,4.1,3.5,4.5,3.5,17,24,14751
2015,22495,4.7,107,4.7,111,14450,2,4.7,4.7,4.8,4.5,4.8,4.6,22,33,50757
2019,42900,4.6,70,4.6,1129,22408,0,4.7,4.6,4.6,4.3,4.7,4.7,15,21,49441
2013,19750,4.7,140,4.8,1431,22554,1,4.7,4.7,4.7,4.7,4.7,4.8,17,22,106506
2021,34590,4.8,84,4.8,1431,20878,0,4.8,4.8,4.8,4.7,4.8,4.8,24,30,12848
2019,48995,5.0,10,4.4,13,22182,1,5.0,5.0,5.0,4.7,5.0,4.9,16,22,63263
2020,23972,4.7,76,4.4,493,32962,1,4.8,4.7,4.7,4.6,4.8,4.7,19,26,50250
2014,29995,4.7,26,4.2,58,22046,1,4.8,4.8,4.8,4.2,4.8,4.6,17,23,83664
2014,17900,4.7,68,4.2,58,33411,2,4.6,4.7,4.6,4.5,4.8,4.6,22,33,90848
2019,31000,4.8,224,4.8,4436,33321,0,4.9,4.9,4.8,4.6,4.9,4.8,19,26,35422
2019,34389,4.8,224,4.7,604,13039,1,4.9,4.9,4.8,4.6,4.9,4.8,18,25,31555
2019,28498,4.6,568,4.9,2,18202,1,4.8,4.7,4.5,4.5,4.7,4.6,21,29,17666
2020,31995,4.9,13,4.6,1040,33169,1,4.9,4.8,4.9,4.8,4.9,4.9,24,34,30048
2021,34245,4.8,85,4.7,1337,33169,1,4.8,4.8,4.6,4.7,4.9,4.9,20,23,30600
2013,16654,4.6,147,4.9,3037,23462,2,4.6,4.5,4.6,4.7,4.5,4.8,51,48,107171
2019,22894,4.6,90,4.8,980,18109,1,4.7,4.6,4.4,4.5,4.6,4.6,28,36,28956
2019,39816,4.9,30,4.7,329,8012,1,4.9,4.9,5.0,4.6,4.9,4.9,25,34,17072
2019,36999,4.7,28,4.7,1169,7430,1,4.7,4.8,4.6,4.7,4.8,4.6,18,24,17875
2013,23995,4.4,17,4.4,895,7305,0,4.7,4.6,4.2,4.2,4.4,4.5,15,20,80588
2019,31491,4.8,309,4.5,2416,7601,1,4.8,4.7,4.7,4.6,4.9,4.8,28,39,16821
2016,39950,4.8,173,3.7,3,10466,1,4.8,4.7,4.8,4.7,4.8,4.8,15,25,13243
2017,33016,4.8,79,2.8,40,11023,0,4.9,4.9,4.6,4.6,4.8,4.8,22,29,13990
2019,55988,4.5,3,4.8,6595,11590,0,5.0,4.7,5.0,3.7,4.0,4.0,18,25,34129
2021,57861,4.9,91,4.6,936,6460,1,5.0,4.9,4.9,4.8,5.0,4.9,19,24,13308
2015,23437,4.5,125,4.8,2580,6405,1,4.7,4.5,4.4,4.4,4.6,4.5,21,31,56352
2019,31336,4.8,540,4.8,3682,1460,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,37744
2019,53795,4.7,55,4.8,610,2842,1,5.0,4.9,4.9,4.4,4.7,4.6,20,26,33394
2020,45899,4.9,46,1.4,2,1810,1,5.0,4.8,4.9,4.8,4.9,4.8,18,25,33014
2020,40995,4.9,50,4.8,1251,92626,1,4.9,4.9,4.9,4.8,4.8,4.9,20,27,12369
2020,65988,5.0,2,4.8,584,92264,1,5.0,5.0,5.0,5.0,5.0,5.0,22,29,31649
2021,76988,5.0,3,4.7,166,89011,1,5.0,5.0,5.0,4.7,5.0,5.0,18,23,31640
2019,35998,4.7,99,4.4,1572,95051,1,4.7,4.7,4.8,4.3,4.8,4.6,22,29,34318
2018,27500,4.8,270,4.8,1367,95407,1,4.8,4.8,4.7,4.8,4.8,4.8,25,31,31846
2020,25995,4.7,233,4.7,505,85338,1,4.7,4.7,4.7,4.7,4.8,4.8,31,40,42282
2018,60000,4.8,13,4.3,1366,85015,1,4.9,4.8,5.0,4.4,4.9,4.9,102,105,47069
2014,14900,4.4,58,4.4,36,85034,0,4.5,4.3,4.2,4.4,4.6,4.4,23,30,29501
2019,39587,4.8,189,4.6,1811,85260,0,4.8,4.7,4.8,4.7,4.8,4.9,17,20,37805
2019,53989,4.7,55,3.0,2,84115,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,29180
2020,40998,4.9,51,3.4,35,80121,1,5.0,4.9,4.9,4.7,4.9,4.9,24,29,33379
2017,32199,4.8,89,4.0,2,98409,2,4.8,4.8,4.9,4.5,4.8,4.9,21,28,36219
2017,25999,4.8,488,4.0,4,57701,1,4.8,4.8,4.7,4.8,4.8,4.8,17,23,85417
2019,56343,3.4,4,5.0,1,78006,1,4.2,3.5,3.5,2.7,3.7,2.8,16,21,30633
2018,33962,4.8,64,4.5,955,78249,1,4.9,4.9,4.8,4.4,4.9,4.6,22,29,49340
2020,42962,4.9,51,4.5,955,78249,1,5.0,4.9,4.9,4.7,4.9,4.9,25,29,30471
2020,42888,4.8,35,4.7,144,76051,0,4.9,4.9,4.7,4.7,4.9,4.7,22,29,19367
2020,32989,4.8,133,4.7,8388,76018,1,4.9,4.7,4.7,4.6,4.8,4.8,26,33,39569
2021,64980,4.8,17,4.8,1552,75034,2,4.9,4.8,4.6,4.6,4.8,4.9,19,26,17601
2020,78790,5.0,3,4.7,620,75006,1,5.0,5.0,5.0,5.0,5.0,5.0,17,25,34376
2021,41991,4.8,63,4.5,1428,75034,1,4.9,4.7,4.8,4.7,4.7,4.8,20,27,16676
2017,39988,4.9,18,4.7,1064,75024,0,4.9,5.0,4.9,4.8,4.9,4.9,19,27,37332
2021,48995,4.9,93,4.8,258,76712,1,4.9,4.8,4.8,4.8,4.8,4.9,21,29,21732
2019,26947,4.7,262,4.2,31,57201,1,4.8,4.7,4.7,4.7,4.7,4.7,25,32,82274
2018,35991,4.8,419,4.5,1343,77090,0,4.8,4.7,4.7,4.6,4.8,4.8,21,27,38108
2019,34989,4.6,56,4.5,1343,77090,1,4.8,4.6,4.5,4.5,4.7,4.6,20,27,36599
2021,78749,4.0,24,4.4,722,77002,2,4.3,4.5,4.2,3.4,4.7,3.5,15,20,31499
2020,38998,4.8,50,4.7,587,55306,1,4.9,4.8,4.8,4.6,4.8,4.8,19,24,13134
2018,33675,4.8,770,4.7,5146,55416,1,4.8,4.7,4.8,4.7,4.8,4.9,22,28,45263
2014,12987,4.6,131,4.5,15,55337,1,4.5,4.6,4.5,4.7,4.8,4.6,30,41,54552
2020,47000,4.8,24,4.6,1642,63385,1,4.7,4.7,4.9,4.8,4.9,4.7,17,25,18951
2020,38749,4.9,32,5.0,40,63005,1,4.9,4.8,4.8,4.8,4.8,4.9,20,29,15347
2021,50591,5.0,3,4.6,221,63141,0,5.0,5.0,5.0,5.0,5.0,5.0,23,31,16076
2021,74000,4.0,15,4.8,1295,63042,1,4.1,4.2,4.3,3.7,4.2,3.8,115,106,10395
2019,35573,4.8,540,4.9,2629,63123,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,38276
2019,52767,4.7,55,4.7,394,61615,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,41603
2019,45877,4.9,17,4.9,3185,60540,1,4.9,4.9,5.0,4.6,5.0,4.8,21,29,39356
2019,57775,4.9,33,4.6,327,60527,0,4.9,4.9,5.0,4.8,4.9,5.0,120,112,42427
2020,29590,5.0,6,4.3,1142,60048,2,5.0,5.0,5.0,5.0,4.7,5.0,43,41,31923
2020,46890,4.9,50,4.6,682,60025,0,4.9,4.9,4.9,4.8,4.8,4.9,19,25,8955
2018,33995,4.8,146,4.6,581,60453,1,4.9,4.8,4.9,4.5,4.9,4.8,18,25,61762
2016,35910,4.7,140,4.6,235,47715,1,4.7,4.6,4.6,4.6,4.8,4.9,17,21,49368
2019,46733,4.8,26,4.8,1948,37064,0,4.8,4.7,4.8,4.7,4.8,4.8,14,20,45203
2019,55488,4.7,55,4.5,652,37204,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,42055
2020,42999,4.8,83,4.9,510,35816,1,4.8,4.8,4.8,4.7,4.9,4.8,20,26,36936
2018,29809,4.8,66,4.8,934,35216,0,4.8,4.9,4.9,4.7,4.9,4.8,24,33,37746
2020,69000,3.7,10,4.7,105,46240,0,3.9,3.8,4.1,3.3,3.8,4.0,127,114,11382
2019,34447,4.8,223,4.5,330,47131,1,4.9,4.8,4.7,4.7,4.7,4.8,19,27,46832
2018,42980,4.6,208,4.3,133,49254,0,4.6,4.7,4.7,4.3,4.9,4.6,17,23,31145
2016,26405,4.5,156,4.8,732,45434,0,4.5,4.4,4.6,4.6,4.5,4.7,24,32,22828
2015,26996,4.6,138,2.0,31,30144,0,4.4,4.5,4.6,4.5,4.8,4.8,16,21,89500
2020,50430,4.8,76,4.6,666,30080,1,4.9,4.8,4.8,4.7,4.8,4.9,20,27,17610
2019,28572,4.5,415,4.6,1605,43560,1,4.6,4.6,4.5,4.4,4.6,4.5,25,30,39996
2019,19982,4.5,258,4.1,739,30047,1,4.5,4.5,4.4,4.5,4.6,4.4,30,40,50492
2020,42080,4.1,16,4.3,156,30096,0,4.6,4.5,3.7,3.7,4.7,3.5,20,27,21151
2021,50891,4.9,42,4.8,962,29607,1,5.0,4.9,4.8,4.9,4.9,4.9,16,19,19871
2016,24995,4.7,229,3.7,7,29708,0,4.6,4.7,4.8,4.7,4.9,4.7,15,25,46158
2017,37438,4.7,31,4.7,1169,28078,1,4.3,4.5,4.9,4.7,4.8,4.7,19,25,55777
2021,44712,4.8,63,4.6,257,32609,1,4.9,4.7,4.8,4.7,4.7,4.8,20,27,14547
2018,26504,4.7,72,4.9,370,33782,1,4.7,4.5,4.9,4.5,4.8,4.6,22,28,48353
2016,53222,4.6,35,4.6,33,29927,1,4.6,4.5,4.8,4.3,4.8,4.5,18,26,17880
2021,34071,4.8,63,4.6,1085,33607,0,4.9,4.7,4.8,4.7,4.7,4.8,20,27,31649
2019,33821,4.9,96,4.7,537,29406,1,5.0,4.9,4.8,4.8,4.9,4.8,20,28,27292
2020,61230,4.3,16,4.6,795,32773,0,4.6,4.4,4.6,4.0,4.2,4.4,0,0,45304
2019,56438,4.7,55,4.9,2445,27616,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,36600
2019,30995,4.8,230,4.5,77,14424,1,4.8,4.8,4.8,4.8,4.9,4.8,24,30,15893
2019,77895,4.8,11,4.6,110,20147,2,4.6,4.7,4.8,4.5,5.0,4.9,18,27,10505
2019,67800,5.0,10,4.6,905,20151,1,5.0,5.0,5.0,4.8,5.0,5.0,17,22,34631
2013,13750,4.2,82,3.4,159,22026,0,4.5,4.4,4.3,3.8,4.5,3.8,21,28,69831
2015,16500,4.7,71,4.4,1445,22182,1,4.7,4.8,4.7,4.6,4.7,4.8,25,37,46024
2016,33995,4.7,27,4.4,13,22182,1,4.7,4.6,4.9,4.3,4.9,4.7,20,30,63044
2019,57427,5.0,10,4.5,112,20852,1,5.0,5.0,5.0,4.7,5.0,4.9,16,22,38569
2020,40591,4.9,17,3.6,20,20723,1,5.0,4.8,4.8,4.6,4.9,4.9,22,31,4230
2019,30495,4.8,540,4.7,1891,33015,0,4.8,4.8,4.7,4.7,4.8,4.8,28,34,21299
2019,28990,4.1,17,4.5,923,33172,0,3.9,4.0,4.1,3.9,4.5,4.3,24,37,32934
2019,46788,4.8,102,4.7,2357,33181,1,4.8,4.8,4.8,4.6,4.9,4.8,20,28,10187
2020,43052,4.9,51,4.9,2965,7724,1,5.0,4.9,4.9,4.7,4.9,4.9,24,29,18570
2019,29595,4.9,30,3.7,21,7631,0,4.9,4.9,5.0,4.6,4.9,4.9,25,34,55246
2019,52998,4.6,14,3.8,77,11001,0,5.0,4.8,4.4,4.4,4.7,4.3,17,27,58661
2019,25999,4.7,205,4.6,85,12901,0,4.7,4.7,4.6,4.7,4.8,4.8,27,33,15207
2018,31500,4.8,652,4.6,85,12901,1,4.8,4.8,4.7,4.7,4.8,4.8,22,32,30424
2019,39950,4.9,17,3.7,56,11003,1,4.9,4.9,5.0,4.6,5.0,4.8,21,29,35135
